200102,6,8,5,6253,1,327,2618
201101,4,14,1,1334,1,36,501
201402,2,19,5,0412,0,432,3764
201608,4,9,4,4721,0,717,4850
200010,3,12,4,6634,1,231,9478
199402,9,14,5,5907,0,778,1553
199301,10,8,4,6175,0,93,5607
200110,2,7,1,4939,0,85,889
201810,5,4,4,9952,0,48,6704
199303,8,11,2,1656,1,789,8919
201807,7,10,4,7487,0,900,8792
199908,2,7,4,5147,0,72,896
200806,5,16,3,2254,1,5,2462
201407,4,12,3,5354,1,112,6398
199703,6,5,3,8872,0,279,964
199407,4,7,2,8834,0,337,9269
200002,3,9,2,2442,0,436,6221
201301,8,15,3,0975,1,841,4502
200111,9,13,5,5180,1,821,3867
199007,2,6,1,7661,0,464,6935
199611,7,19,5,3165,1,542,4659
201810,7,19,3,9757,0,275,9553
200704,5,11,2,0181,1,249,8584
201410,1,10,3,9083,0,883,2341
201207,10,6,1,8801,0,216,6046
201906,5,5,3,0636,0,280,9557
199407,8,16,2,5823,0,13,3887
199605,9,8,1,1926,1,9,3237
200502,8,15,3,2088,1,450,5545
200205,5,3,2,9696,0,216,4723
200408,2,1,5,4289,1,834,1504
198912,5,5,3,7330,0,90,1791
201211,2,2,3,7614,1,808,4042
200505,8,13,1,8968,1,192,2716
201201,4,20,1,1357,0,691,9159
200702,4,16,1,2223,1,669,2154
201801,6,1,5,5586,1,711,8735
201401,8,12,3,8436,1,503,3730
199206,5,13,2,0019,0,726,4144
201009,10,7,5,6170,1,9,2252
200112,8,13,3,5623,0,377,2769
202004,4,20,5,0039,1,807,9699
199410,9,1,4,9346,0,867,5152
200909,1,1,1,3155,0,709,1991
199310,2,13,4,1145,1,378,9813
199212,4,13,4,1187,1,13,245
200712,7,14,5,4663,1,204,9279
201012,9,4,3,4399,0,503,4126
199906,10,12,5,1426,1,685,5420
199610,4,9,2,1523,1,178,9737
201404,7,15,5,4461,1,590,585
201511,8,8,4,2282,0,472,4999
199404,10,9,4,1234,1,589,983
201406,5,16,2,7427,1,668,8400
199211,5,6,2,8259,0,135,1029
201401,3,19,1,7584,1,245,6926
201602,6,7,3,3835,0,140,8415
201710,10,6,3,6347,0,231,133
202001,4,6,3,3538,0,311,3960
199005,8,11,1,9112,0,683,4753
201406,10,14,4,3813,0,55,9079
201610,9,14,2,0151,0,860,329
199604,3,6,4,8041,1,873,6625
199510,6,3,2,3598,1,54,8992
200911,8,7,4,9825,0,627,5856
201706,5,19,4,8116,0,664,1191
200308,4,16,5,6042,1,954,2211
199005,7,2,3,4918,0,846,3847
200004,4,6,3,4557,0,118,6607
201803,6,9,5,3017,1,484,2030
201203,7,3,3,5047,0,861,390
201201,9,19,1,8937,0,422,851
201512,8,20,5,4880,0,595,3124
200108,2,5,2,1267,1,867,9834
201101,10,19,3,3848,1,757,3545
201610,7,13,3,4986,1,561,3749
201105,5,10,4,1380,0,936,670
201310,7,18,3,4372,0,315,2582
200811,2,7,4,4369,0,69,1839
199112,8,19,4,2112,0,218,8118
202001,6,17,2,6220,0,504,6830
199708,7,9,1,9520,1,770,3329
201805,3,2,2,8513,0,209,8915
199010,8,15,4,1744,1,600,6177
198903,3,20,5,3759,1,307,3673
199001,8,6,3,2556,0,803,8068
201502,1,4,4,0538,0,20,9365
198803,3,9,3,7092,1,564,7146
201608,5,1,1,2926,1,231,501
200903,4,6,5,2010,0,853,8508
199601,1,3,2,6102,1,541,5800
200101,2,7,5,0316,0,139,7383
201408,10,20,1,9071,0,528,3534
201108,7,18,4,4525,0,642,8389
202011,5,18,5,2155,0,404,2753
199910,4,10,3,5501,1,173,5060
198906,8,2,3,8560,1,935,4178
200410,1,2,5,3946,1,189,2468
200405,9,11,5,6508,0,526,4460
198907,1,18,3,5159,1,414,6709
201009,2,10,4,2646,1,533,490
200108,10,6,5,9054,1,265,9932
199807,6,17,4,8937,1,806,710
200907,2,3,5,6649,0,288,8173
200402,3,3,5,1950,0,870,6211
199012,4,18,3,9041,1,195,7812
200207,3,10,1,7900,1,852,7709
199610,2,17,3,7711,1,915,5874
200607,7,3,2,6214,1,988,1351
200602,8,11,5,8600,0,627,6109
198908,8,2,4,4215,0,60,3933
199105,8,4,1,7400,0,112,5533
199708,4,3,4,1281,1,774,6649
199111,1,14,1,6846,1,296,2134
202012,2,1,2,0935,1,399,4423
202005,4,17,2,7651,0,875,2550
200406,6,20,4,3731,0,150,9097
199607,7,9,5,1086,1,185,9026
201003,7,11,5,2752,1,723,2706
199301,10,11,1,1201,0,839,9669
200306,1,9,1,2267,0,809,1455
200209,2,12,4,9403,0,833,9146
200509,9,5,5,5652,0,417,7672
199011,3,3,5,1858,1,476,3568
199203,1,10,2,7526,1,603,737
198906,10,20,2,8729,1,805,7057
199201,4,9,3,1172,1,65,1431
199412,9,1,3,3621,0,57,2111
200211,3,10,3,0445,0,716,5976
202010,3,20,5,2319,0,769,9894
201010,8,10,1,8274,0,782,5903
199010,6,4,3,8943,0,606,3517
200001,4,7,3,8613,0,226,9057
201906,10,12,3,5820,1,427,2004
199208,8,19,1,1308,0,431,4799
201906,2,12,4,2971,1,664,1546
198803,4,5,4,3315,0,185,3991
199405,7,5,5,0256,0,165,6842
201803,8,9,5,2154,1,403,3578
201110,3,3,5,1930,0,979,6761
201802,7,4,3,2841,0,83,6422
199406,7,6,4,7995,0,98,8500
200511,9,5,3,1585,1,406,8667
201803,5,16,4,1883,1,200,9185
201811,6,8,2,0943,1,855,6910
200505,6,11,5,5465,0,274,6679
198910,1,9,5,7785,0,246,1380
200201,2,3,5,4344,0,592,3929
200509,6,15,3,1246,0,418,3756
200204,5,17,5,6465,0,345,6096
199008,2,8,2,9935,1,328,4022
199703,1,2,4,9991,0,390,8483
199801,1,18,5,3291,1,358,1738
201111,8,20,4,6570,0,506,2608
199409,2,13,2,3318,1,254,4087
201201,10,17,4,5405,0,29,7555
199912,8,7,5,3728,0,252,7869
200805,8,16,4,6696,0,161,5871
198809,3,5,5,3077,0,471,2777
200108,6,1,1,6671,1,646,9311
201010,9,13,5,3002,1,371,3667
201110,8,20,1,2031,1,383,2197
201512,6,1,4,3783,1,809,6825
201302,1,19,2,7552,1,681,6683
199801,2,20,1,3842,0,877,3420
199108,6,13,3,6730,0,604,2906
199007,8,3,2,3768,0,290,9834
201103,7,7,5,0455,1,539,7798
199510,10,10,4,0398,1,656,1088
200103,10,2,5,2467,1,44,6587
201901,7,2,5,9419,1,989,6568
200107,3,8,2,5038,0,334,1131
199609,2,6,1,7927,0,942,8772
201712,5,10,2,8841,0,41,6875
198805,4,17,4,1315,0,905,8272
201108,6,3,1,3089,1,903,9097
198812,1,15,1,9232,1,174,9719
198804,9,11,3,4600,0,809,3585
199310,4,2,5,7131,0,802,5140
201307,10,18,1,0838,0,677,8451
199910,8,3,1,8992,1,921,532
200712,5,16,1,6489,0,580,2851
201806,8,9,3,0217,0,272,1755
199810,9,15,1,3928,0,159,77
199003,10,3,3,8424,1,31,78
202001,6,20,1,9768,1,6,7615
200612,9,10,1,3956,0,350,4261
199507,4,18,3,9600,1,467,8420
199008,10,11,3,4610,1,987,3331
201811,10,6,1,0350,1,684,6992
201303,8,10,3,9814,0,667,1104
201105,2,11,4,3158,0,653,3960
200004,10,9,1,2850,0,737,3835
201304,6,9,4,4378,0,785,9933
199411,3,7,2,7114,0,434,9778
200903,2,13,5,7594,0,940,7129
198812,2,9,2,2308,1,905,6736
199602,7,13,3,8693,1,837,7792
201410,10,6,5,3317,0,282,8564
200405,2,19,4,8634,0,586,9154
199909,5,15,4,5294,0,89,2571
201808,4,18,2,1281,1,663,1079
198907,6,14,1,4892,0,937,4598
200608,4,5,5,9461,1,381,8681
200903,9,11,5,1724,0,653,8368
201811,5,10,3,5606,1,741,6609
199509,10,4,2,6396,1,559,9033
200608,9,12,3,9359,0,759,7194
200411,5,14,1,1768,1,976,9137
202001,2,11,3,9808,1,746,7678
201902,8,4,3,2765,1,911,4481
199809,3,7,2,6865,0,970,7588
199405,9,10,3,2389,1,358,3001
199610,8,12,1,4069,1,22,4491
199107,6,7,5,8833,0,871,4185
200506,3,1,4,4481,0,412,1184
201603,1,6,3,3884,1,166,1246
201405,8,9,3,0361,1,718,5215
199506,4,13,4,8049,1,458,3126
199503,5,10,4,7544,1,910,1182
199205,9,5,2,9909,1,480,554
199611,7,16,2,0161,1,64,4261
200203,5,13,5,6197,0,82,8809
199605,6,16,2,4348,0,345,9608
201603,3,12,1,9262,1,244,1027
199209,2,4,3,3253,0,432,6811
201809,10,16,5,0583,1,405,8251
201701,4,3,2,4051,0,998,1219
199806,3,20,3,3269,1,360,406
200711,4,19,2,5995,1,782,1624
201010,4,18,5,8772,0,710,424
199503,10,16,4,7214,1,453,8263
201406,3,3,1,6193,0,678,4478
199106,2,13,3,7538,0,118,7993
201610,8,4,4,2533,1,290,5332
201903,4,8,5,1338,0,146,5018
200811,4,1,3,0075,0,819,7545
199110,9,20,4,3002,1,570,1030
200001,10,5,1,8821,1,845,52
201411,3,19,2,9634,1,248,5296
201902,8,2,3,6214,0,770,2017
200401,1,11,3,6848,0,977,4603
200005,9,2,1,6050,1,775,9156
199608,9,18,1,3929,0,571,7965
199602,1,20,2,0433,0,206,7867
200701,7,3,5,2761,1,972,1028
200110,4,1,2,4971,0,382,56
200912,10,8,2,4994,1,293,2134
199011,8,7,2,3259,1,177,6259
200503,10,4,3,6696,0,67,8107
199806,10,2,3,1989,0,662,3605
199206,5,6,5,8762,1,340,5086
199501,3,13,3,0671,1,543,2729
199109,5,4,4,5838,1,71,3083
199910,1,2,4,4735,0,516,608
202002,4,17,4,4384,1,688,5660
200909,2,16,1,2495,1,279,3526
201704,8,3,2,8928,1,979,6579
201212,5,6,1,1868,1,626,3632
201409,9,20,3,8893,1,134,9684
198806,9,7,1,0077,1,555,1731
201902,7,10,5,6698,0,268,7518
200004,5,20,3,7352,1,588,2677
199109,9,10,2,2729,0,657,4401
200811,8,6,2,0549,1,705,739
201212,8,18,4,1902,0,895,3956
200908,3,13,4,8853,0,504,7055
201103,1,17,5,8469,0,3,7281
200002,10,15,1,7945,0,574,2502
201006,7,7,5,8912,1,34,1405
201009,3,19,5,0992,1,986,1721
201205,10,17,2,6972,1,360,8226
199202,7,8,3,4835,1,303,8106
199312,5,2,5,6270,1,763,1127
201410,1,15,2,8789,1,534,4
201807,4,8,5,8054,1,528,3158
201106,2,19,3,2108,1,811,9046
199401,6,14,3,1982,1,24,7602
200312,4,6,5,5732,0,456,9354
200212,4,13,3,9156,1,10,300
200801,5,1,1,7534,1,974,3005
200502,4,18,5,4602,1,44,2070
201202,10,16,3,9196,1,52,8156
199310,9,8,2,9449,1,141,6937
201006,1,17,3,3659,0,339,915
199005,4,1,4,3450,1,622,2170
200605,8,3,3,8991,0,205,5462
199105,8,16,4,3914,1,554,9567
199306,5,1,2,4020,0,973,3395
199407,3,1,2,8859,1,917,5235
201804,6,14,1,0628,0,248,7035
200109,3,18,5,8624,1,25,7563
198904,9,9,3,0877,1,927,3624
201209,5,14,1,8489,0,899,7685
200112,8,2,5,7917,1,220,941
201709,8,19,3,5594,1,433,804
199403,6,2,3,0526,0,788,9422
200103,8,7,4,7756,1,281,8
201410,10,15,3,4475,1,717,8895
201206,6,12,1,5427,0,357,9938
200208,2,11,4,2379,0,888,9831
199407,2,18,2,1456,0,685,2251
199009,1,12,2,1651,1,878,1348
200001,8,6,2,8577,1,383,6182
201505,5,15,2,0126,1,895,5442
199911,7,20,3,4878,0,788,2903
200812,1,7,2,2503,0,652,4272
201905,9,9,5,1032,0,439,656
202012,3,5,4,9332,1,117,7161
199009,4,12,3,1896,0,71,210
199607,9,20,4,9408,0,50,9200
201902,1,20,2,7106,0,695,9792
201010,4,13,3,0915,1,27,6898
199110,7,13,1,9028,1,233,595
201103,10,12,5,7012,0,128,2613
200305,3,5,1,9758,0,711,8618
198812,7,11,1,8168,1,385,2554
199612,2,19,2,9685,1,689,6237
201005,6,5,2,2325,1,442,8017
200404,3,4,1,7916,1,410,9491
199606,7,6,3,4666,0,545,1125
201208,10,2,1,8101,1,173,2219
199007,2,10,1,3414,1,927,6672
198809,10,10,4,6171,0,473,5457
199102,4,2,2,8329,1,675,2453
200411,2,6,3,6268,0,354,4831
199607,6,18,2,9930,1,374,649
200908,3,9,1,6202,1,503,8172
200503,10,19,1,8824,0,824,4091
199904,9,5,2,3903,1,884,195
200407,7,11,5,1953,1,406,2533
201605,4,4,4,3053,0,3,2423
200806,3,9,1,0879,1,841,4828
201712,3,11,1,2784,1,785,2614
200101,10,17,5,0654,0,293,7301
199707,10,4,4,1141,0,567,9080
201308,9,19,2,4220,0,912,4887
199402,2,1,2,3628,1,275,1827
200403,1,14,2,3704,1,216,9781
199509,9,9,2,7469,0,934,2430
201503,7,15,5,9453,0,893,6730
202004,2,4,4,8486,0,370,5224
198901,4,4,2,2262,1,315,8414
201906,3,1,1,4521,0,140,6266
201911,10,10,4,3941,1,634,8436
199809,6,2,3,1362,1,857,4295
200403,5,15,4,6724,0,434,924
200509,7,10,1,6744,0,555,1040
201905,3,13,3,4807,1,488,9761
201404,6,6,1,4971,0,721,6333
200706,6,19,1,3799,0,240,1915
201409,1,19,1,2629,0,807,1880
201204,5,14,1,5708,0,762,3762
200704,5,2,1,2072,1,188,4404
199507,9,18,3,1031,1,305,8622
199705,6,16,5,4226,1,587,9873
200203,10,19,1,5734,0,856,8272
199010,9,13,3,6323,0,824,8243
199707,8,12,2,9929,0,141,3898
201610,9,14,2,9756,0,443,7155
201409,8,3,4,9461,1,970,6632
202004,5,3,2,2268,1,458,3221
201112,3,19,1,9512,1,435,9356
199306,6,14,3,2885,1,533,6059
200808,4,20,5,7252,1,420,822
200003,4,19,4,5592,1,491,1769
200504,3,17,4,6106,0,417,9112
202004,3,16,5,8800,0,918,8064
200204,3,14,2,8562,1,913,526
201208,2,11,4,6375,1,410,1637
199303,8,14,1,0055,1,370,9931
200512,8,20,5,3149,1,722,1480
201703,8,13,2,6489,1,140,3732
201906,7,2,5,3236,1,31,5336
200512,8,15,5,6009,0,735,1132
200208,5,16,5,4563,0,904,1189
201812,9,11,4,1976,0,85,4828
200904,1,11,3,2199,1,302,7531
201811,7,20,4,9549,0,598,2433
201104,7,1,4,0270,1,270,2858
199209,5,18,3,2963,0,815,1174
201112,6,9,4,4812,1,677,844
201104,8,15,2,8263,1,438,7875
201504,4,7,5,2253,0,677,216
200711,10,7,3,7953,0,485,5324
201812,5,8,2,2987,0,251,3254
201002,5,17,5,2961,0,625,2556
200407,10,8,5,9193,1,957,9454
201706,8,6,3,0064,1,860,7106
201911,5,7,5,8473,1,972,915
199607,9,2,1,4805,1,624,6923
198909,1,16,4,7955,0,639,4285
199005,4,5,4,8614,1,728,7304
199411,9,12,4,4749,1,210,485
201809,1,17,1,1500,0,635,6985
201910,4,12,1,1016,0,854,7693
201705,10,4,4,1649,1,663,2785
200807,2,1,1,1991,1,70,197
201212,7,10,3,4969,1,487,1249
199405,2,16,5,2082,0,364,690
199810,2,1,2,5355,0,999,8359
200702,4,15,4,3193,0,700,4699
201205,2,17,2,1124,1,922,5276
199508,9,16,3,4170,0,776,4193
200203,10,1,4,1475,0,950,2641
199112,9,1,5,7633,1,91,7490
201105,6,7,4,2467,1,387,5289
199307,6,4,2,0790,0,57,4609
202009,10,10,4,7734,1,461,8426
200208,1,10,3,3601,1,346,2772
201708,9,15,4,0416,1,604,6621
199210,8,1,5,0568,0,978,5814
201409,10,13,2,4460,1,768,7398
199905,5,12,3,1592,1,176,150
199212,2,16,5,0677,1,5,3064
200507,4,3,5,1387,0,127,7487
200801,10,14,4,5172,0,636,2691
200905,10,15,3,5836,0,371,3883
200801,1,12,1,1079,1,215,6285
201011,8,20,2,6591,0,29,7658
199911,9,13,5,4189,1,33,8101
202005,9,9,1,4430,1,248,4750
201812,7,3,1,0384,1,480,1842
201108,6,10,5,1829,1,103,4446
199608,1,5,5,6468,0,943,4161
200604,9,18,4,6406,0,540,7322
201608,9,12,2,4083,0,933,9227
200110,2,8,4,5166,1,929,5795
201307,3,13,5,1368,0,175,8860
201508,1,5,5,5319,0,883,2106
200707,10,14,3,6685,1,329,1487
199906,3,13,2,9254,0,586,3769
200408,4,11,1,7896,1,640,9071
201310,9,18,5,8787,0,973,5813
199508,7,3,2,3621,0,834,2461
201004,2,2,3,5971,1,269,7791
201109,4,2,2,1637,0,878,1293
201208,7,12,2,1583,0,94,4257
201006,9,2,5,9852,0,677,781
199008,9,4,1,7921,0,987,494
200404,7,15,2,9967,1,119,1661
199509,2,4,4,7100,1,213,1797
199907,8,17,4,1960,0,967,6003
198808,9,9,3,5977,1,532,6974
201908,1,18,5,6002,0,760,3550
201310,5,6,3,2013,1,389,9823
201701,5,14,3,5058,1,339,3080
202012,5,20,1,6171,1,199,3815
199909,8,16,3,9863,1,221,8562
202001,3,16,4,5268,0,834,8745
201806,6,18,2,2171,0,954,3384
202007,6,17,4,0720,0,287,6375
201204,6,20,3,8114,1,297,9354
200209,4,2,1,1558,0,100,9819
201505,2,15,5,9269,1,558,1985
201604,5,1,1,7142,0,297,4349
199612,4,4,1,8930,0,261,6729
199304,7,4,2,3855,0,587,3808
199811,1,6,5,4869,0,834,1102
199005,9,19,2,1688,0,707,6290
199303,1,10,4,8718,1,368,4002
199404,5,2,2,2507,1,131,6616
201505,10,19,3,5057,0,614,6707
199609,10,16,1,8379,1,108,7008
201011,9,7,3,2295,1,452,3551
201103,9,14,4,7246,0,930,1095
201007,8,20,5,0678,0,788,1443
201204,3,3,4,8423,0,996,231
201905,7,12,1,9871,0,533,867
200503,9,18,5,7403,0,999,6743
200108,5,14,2,3669,1,230,2407
199910,7,17,5,9234,0,931,5847
199405,2,12,1,8007,1,640,2707
199809,6,8,3,7490,1,613,8343
200404,7,19,4,3036,0,632,7079
198806,10,6,1,6007,0,816,5721
199904,1,7,1,0374,1,466,5012
199408,9,7,3,2382,1,755,4127
199510,10,6,2,1880,0,498,9153
201205,6,6,5,7818,0,101,4816
201109,9,8,1,1283,1,614,7507
201811,4,17,4,9585,1,50,8030
201408,7,16,5,5157,1,624,5853
201208,7,4,5,9883,0,85,632
201502,2,11,5,8486,1,152,1288
200202,7,11,3,9231,0,828,5960
199707,2,5,4,5810,0,97,4558
201010,5,20,1,2861,0,210,4902
199610,9,15,2,9179,0,987,8190
201609,5,8,1,5938,0,808,7096
201805,1,7,1,0309,1,289,7558
199906,9,17,1,0802,1,354,7227
201303,4,4,4,2521,0,342,4767
200506,10,13,4,6124,1,254,993
199701,10,7,4,3487,0,163,6725
198806,9,12,3,2122,0,320,2186
199412,8,3,4,4261,0,178,7125
199007,2,10,2,1720,0,900,7738
199009,8,5,1,4808,1,757,53
201404,2,2,4,2898,0,829,3304
201703,9,10,3,6356,1,425,2899
199803,8,6,4,2918,0,428,3754
200607,9,14,4,3728,0,207,8629
200905,1,17,2,9216,1,964,8406
201808,4,13,4,1236,1,19,2318
200605,5,11,5,7928,1,995,696
